,path,filename,subfolder,ichan,names,units,desc,mean,max,min,std,1%,50%,99%,del3,del4,del5,del8,del10,del12
0,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,1,Time,s,Time,300.00499999999994,400.0,200.01,57.73647027659381,202.0099,300.005,398.0001,18.819779541591682,33.9791858526976,48.43641942128075,82.4348068395929,98.42153991917593,110.76685965458809
1,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,2,bea1 angle,deg,shaft_rot angle,179.9715775939937,359.98663330078125,0.010350966826081276,103.93419566024781,3.602588610649109,179.92941284179688,356.39295623779293,135.05418334954595,172.48074466428324,199.7747064236945,249.0826681414173,268.10770191439565,281.59727433574363
2,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,3,bea1 angle_speed,rpm,shaft_rot angle speed,9.597049918746949,9.6008882522583,9.593259811401367,0.0014661594872023755,9.593726139068604,9.597051620483398,9.60040379524231,0.001993128878541939,0.0026088424277758656,0.0031024562288532475,0.004119667098685942,0.004566692470648111,0.004906661719539219
3,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,4,bea2 angle,deg,pitch1 angle,16.770933026981353,16.781124114990234,16.760679244995117,0.003917251580009417,16.761924743652344,16.770928382873535,16.779838581085205,0.0052790250437566,0.0069152845599732985,0.008230469433465856,0.010951573129344762,0.012152866493272428,0.013069208228969266
4,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,5,bea2 angle_speed,deg/s,pitch1 angle speed,3.0251484562721486e-05,0.01647842489182949,-0.016393808647990227,0.006316713710850454,-0.014232926722615957,3.859590651700273e-05,0.01454534297809003,0.008604784449240925,0.01126675553370048,0.0134011695374569,0.01779816169444217,0.019729133401936147,0.021196824939535695
5,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,6,bea2 angle,deg,pitch2 angle,16.770933030509948,16.78111457824707,16.76068878173828,0.003913699204453782,16.76193235397339,16.770931243896484,16.779830951690673,0.005274100120681912,0.006908833133011852,0.00822279104048753,0.01094135615655873,0.012141528806460902,0.01305701566601659
6,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,7,bea2 angle_speed,deg/s,pitch2 angle speed,3.0110310702008292e-05,0.016463715583086014,-0.01637854427099228,0.006311067388588792,-0.014231645064428448,4.2144896724494174e-05,0.014534849859774103,0.008598414406070069,0.011257563520877416,0.013389628183375721,0.01778204239594344,0.01971117131107625,0.0211775035797019
7,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,8,bea2 angle,deg,pitch3 angle,16.770933024024963,16.781116485595703,16.760684967041016,0.003914655917733098,16.761930465698242,16.770931243896484,16.779832859039306,0.005276521980504602,0.006911468478025505,0.008225538253737733,0.010944494668542465,0.012144948704490422,0.013060677823044497
8,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,9,bea2 angle_speed,deg/s,pitch3 angle speed,3.0131445963922942e-05,0.01646767370402813,-0.016382595524191856,0.006312597005603612,-0.014233692958950996,4.222826100885868e-05,0.014539817627519365,0.008600511336010624,0.011260308948218993,0.013392893565910764,0.01778637897421745,0.019715978353785944,0.021182668222765762
9,res_steady/notilt/dtu_10mw_steady_notilt_20.0.hdf5,dtu_10mw_steady_notilt_20.0.hdf5,notilt,10,Omega,rad/s,Rotor speed,1.0050025628745556,1.00502610206604,1.0049803256988525,8.592410473875222e-06,1.0049833047389984,1.0050026178359985,1.0050230026245117,1.1921497071684367e-05,1.55161133475561e-05,1.8402102876247673e-05,2.4404963540647598e-05,2.708040422757683e-05,2.91356296019983e-05
