,path,filename,subfolder,ichan,names,units,desc,mean,max,min,std,1%,50%,99%,del3,del4,del5,del8,del10,del12
0,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,1,Time,s,Time,300.00499999999994,400.0,200.01,57.73647027659381,202.0099,300.005,398.0001,18.819779541591682,33.9791858526976,48.43641942128075,82.4348068395929,98.42153991917593,110.76685965458809
1,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,2,bea1 angle,deg,shaft_rot angle,179.82119496254558,359.9964904785156,0.026900989934802055,104.2629599249781,3.6002445030212407,179.09922790527344,356.3937887573241,128.9243650966719,166.59816225248173,194.33003061355424,244.85872314354805,264.47480219026005,278.4182244703872
2,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,3,bea1 angle_speed,rpm,shaft_rot angle speed,8.339902992296219,8.340785026550293,8.338476181030273,0.00036312903209260967,8.33874701499939,8.339948654174805,8.340654373168945,0.0005030389494530568,0.0006839967211254948,0.0008335572323529245,0.0011508964155285768,0.0012936416051251916,0.0014035339237054034
3,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,4,bea2 angle,deg,pitch1 angle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
4,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,5,bea2 angle_speed,deg/s,pitch1 angle speed,-1.4339350578388646e-16,1.8735454160312415e-11,-1.889945144828431e-11,5.559266053609406e-12,-1.2990874365820249e-11,2.956197163147059e-14,1.2821453621025816e-11,3.2211608565796226e-11,2.8659840885150725e-11,2.7228578120551867e-11,2.6472209181809422e-11,2.6811174702150358e-11,2.7306536618360493e-11
5,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,6,bea2 angle,deg,pitch2 angle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
6,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,7,bea2 angle_speed,deg/s,pitch2 angle speed,2.346643268114108e-16,1.868575780217263e-11,-1.932187049247247e-11,5.4943632983611625e-12,-1.2801919246907545e-11,-7.942698419544786e-14,1.2960517208060462e-11,3.186334049188544e-11,2.837645259067761e-11,2.6976155395906255e-11,2.6239755605942103e-11,2.657173332117814e-11,2.706048111738074e-11
7,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,8,bea2 angle,deg,pitch3 angle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
8,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,9,bea2 angle_speed,deg/s,pitch3 angle speed,-5.775103314135152e-17,1.8367703191746187e-11,-1.9401383277717343e-11,5.5270389612250364e-12,-1.288138345989509e-11,-6.966814889175588e-17,1.3199091125626339e-11,3.2195759419585185e-11,2.8735267913547462e-11,2.7372014531559126e-11,2.674988986651716e-11,2.7143441262002682e-11,2.7678020583812195e-11
9,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,10,Omega,rad/s,Rotor speed,0.8733544783651829,0.8733651041984558,0.873303234577179,1.1483959411453391e-05,0.8733118176460266,0.8733588457107544,0.8733646273612976,1.0601332361352572e-05,1.4649163771435217e-05,1.8178283579213637e-05,2.6605580096620334e-05,3.094161545994807e-05,3.448435640059716e-05
10,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,11,Ae rot. torque,kNm,Aero rotor torque,8572.421996679688,8590.6220703125,8567.7724609375,5.3871917042624755,8567.951171875,8569.880859375,8588.693369140625,2.1568500795954018,3.882663667463663,5.534065820490806,9.41848660376591,11.24503095775421,12.65553015052149
11,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,12,Ae rot. power,kW,Aero rotor power,7486.763090942382,7502.30419921875,7482.771484375,4.627179690139434,7482.922841796875,7484.591552734375,7500.68701171875,1.8433871395587322,3.3190140192298214,4.730727315138482,8.051280442346377,9.612680002627036,10.818428340270765
12,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,13,Ae rot. thrust,kN,Aero rotor thrust,1286.8137169067384,1287.765625,1286.557861328125,0.2895866984209692,1286.5687255859375,1286.6785888671875,1287.687744140625,0.11431661619328361,0.20525473841743383,0.2925167409473645,0.49783371761379897,0.5943795212021984,0.6689343924120822
13,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,14,"WSP gl. coo.,Vx",m/s,"Free wind speed Vx, gl. coo, of gl. pos    0.00,   0.00,-119.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
14,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,15,"WSP gl. coo.,Vy",m/s,"Free wind speed Vy, gl. coo, of gl. pos    0.00,   0.00,-119.00",10.0,10.0,10.0,0.0,10.0,10.0,10.0,,,,,,
15,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,16,"WSP gl. coo.,Vz",m/s,"Free wind speed Vz, gl. coo, of gl. pos    0.00,   0.00,-119.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
16,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,17,"WSP gl. coo.,Abs_vhor",m/s,"Free wind speed Abs_vhor, gl. coo, of gl. pos    0.00,   0.00,-119.00",10.0,10.0,10.0,0.0,10.0,10.0,10.0,,,,,,
17,res_steady/notilt/Group1_redesign_steady_notilt_10.0.hdf5,Group1_redesign_steady_notilt_10.0.hdf5,notilt,18,"WSP gl. coo.,Vdir_hor",deg,"Free wind speed Vdir_hor, gl. coo, of gl. pos    0.00,   0.00,-119.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
